,price,location,baths,bedrooms,Total_Area
7547,40.0,Ghauri Town,2,2,816.7529999999999
7548,230.0,I-9,4,5,1905.757
7549,36.0,Taramrri,3,3,6806.275
7551,360.0,G-8,5,4,2450.259
7552,38.0,H-13,4,5,7623.027999999999
7554,70.0,Bhara kahu,6,5,1361.255
7555,210.0,Bahria Town,6,5,2722.51
7839,137.0,Bahria Town,3,3,1361.255
7841,475.0,G-10,7,7,38659.642
7842,160.0,H-13,7,7,2722.51
7843,48.0,Ghauri Town,2,2,1089.004
7844,150.0,Ghauri Town,7,9,18240.817
7845,1900.0,F-7,7,6,114345.0
7846,2995.0,F-7,7,6,10890.0
7847,150.0,I-10,6,4,1361.255
7849,85.0,Soan Garden,2,2,1633.506
7850,460.0,E-11,6,6,43287.909
7851,350.0,G-10,6,5,2450.259
7853,325.0,Rawal Town,3,4,3267.012
7854,285.0,G-8,4,4,1633.506
7855,210.0,G-11,4,4,2178.008
7857,500.0,G-11,6,6,3267.012
7858,250.0,G-13,6,6,2178.008
7860,430.0,E-11,0,0,5445.0
7863,308.0,E-11,5,4,2722.51
7865,308.0,E-11,5,4,2722.51
7870,385.0,G-9,3,5,38659.642
8110,220.0,G-8,3,3,1633.506
8111,290.0,Ali Pur,6,6,4900.518
8113,480.0,DHA Defence,6,6,5445.0
8115,150.0,H-13,4,5,2178.008
8119,450.0,DHA Defence,6,5,5445.0
8121,48.0,DHA Defence,3,3,2178.008
8122,160.0,Soan Garden,6,6,2722.51
8123,500.0,DHA Defence,7,7,10890.0
8124,150.0,Bhara kahu,1,3,81675.0
8125,90.0,Bani Gala,4,4,1361.255
8126,165.0,G-11,3,4,1089.004
8127,235.0,G-13,5,4,1905.757
8128,145.0,Bahria Town,3,3,1361.255
8376,150.0,Korang Town,3,3,29130.857
8382,340.0,G-9,4,7,2722.51
8383,135.0,Pakistan Town,6,6,2722.51
8387,450.0,DHA Defence,7,5,5445.0
8391,120.0,B-17,0,4,2178.008
8392,760.0,E-11,7,6,5445.0
8395,220.0,Bahria Town,4,4,2178.008
8396,1700.0,F-10,10,7,10890.0
8397,30.0,H-13,2,2,816.7529999999999
8398,64.0,H-13,4,4,1361.255
8399,85.0,Khanna Pul,6,4,1361.255
8400,1900.0,F-6,6,6,125235.0
8401,30.0,Arsalan Town,3,3,15246.056
8403,150.0,Ghauri Town,9,7,1905.757
8405,120.0,Bhara kahu,0,3,26680.598
8406,275.0,Bahria Town,6,5,2994.7609999999995
8407,50.0,D-13,4,4,1361.255
8408,320.0,E-11,6,5,2178.008
8410,620.0,E-11,10,11,5445.0
8411,38.0,Ghauri Town,3,2,1633.506
8412,95.0,Ghauri Town,4,4,1361.255
8413,320.0,Naval Anchorage,6,5,5445.0
8414,275.0,Bahria Town,5,4,3267.012
8631,130.0,Swan Garden,0,0,2178.008
8633,165.0,Soan Garden,8,7,2722.51
8634,270.0,G-11,4,4,1905.757
8635,1750.0,F-10,10,7,130680.0
8636,250.0,G-11,5,5,1361.255
8637,110.0,H-13,7,7,1905.757
8639,82.0,Ghauri Town,3,4,1361.255
8642,80.0,Qutbal Town,4,3,2722.51
8644,110.0,Bhara kahu,6,4,1905.757
8645,140.0,PWD Housing Scheme,5,5,25319.343
8646,80.0,Shahpur,4,4,1361.255
8647,190.0,B-17,5,4,4083.765
8648,300.0,G-15,9,6,3267.012
8653,360.0,G-9,9,9,18240.817
8654,31.0,Islamabad - Murree Expressway,3,3,1089.004
8655,190.0,Emaar Canyon Views,3,3,3539.263
8656,199.0,Emaar Canyon Views,3,3,32942.371
8657,450.0,Bani Gala,7,7,65340.0
8660,495.0,D-12,6,4,2994.7609999999995
8661,190.0,Ghauri Town,8,7,2722.51
8662,50.0,Shaheen Town,3,3,1361.255
8664,115.0,H-13,5,4,2722.51
8665,275.0,Bahria Town,5,4,2722.51
8666,89.0,National Police Foundation O-9,5,3,1361.255
8667,115.0,H-13,5,4,1905.757
8668,201.0,G-15,0,0,1905.757
8669,75.0,DHA Defence,0,3,2178.008
8670,175.0,Bani Gala,5,4,2722.51
8671,148.0,G-11,2,2,15246.056
8883,165.0,F-17,6,5,1905.757
8884,485.0,G-13,0,0,3811.514
8885,39.0,Alipur Farash,2,2,816.7529999999999
8886,30.0,DHA Defence,2,2,1361.255
8887,142.0,FECHS,7,5,2178.008
8888,45.0,Taramrri,3,2,1361.255
8889,95.0,I-14,2,2,1361.255
8895,240.0,G-13,4,5,1905.757
8897,135.0,Green Avenue,6,4,1361.255
8898,250.0,Bahria Town,0,0,2994.7609999999995
8899,625.0,E-11,5,5,65340.0
8900,152.0,G-13,5,4,11979.043999999998
8901,225.0,E-11,6,5,17696.315
8903,165.0,D-17,7,7,2450.259
8904,140.0,Soan Garden,7,4,2178.008
8905,775.0,G-11,7,6,5445.0
8906,400.0,G-13,0,10,38659.642
8907,70.0,Islamabad - Murree Expressway,4,4,1089.004
8908,42.0,Frash Town,4,5,816.7529999999999
8909,250.0,Bhara kahu,7,6,65340.0
8914,450.0,DHA Defence,7,6,5445.0
9093,470.0,Bahria Town,7,6,5445.0
9095,210.0,G-11,3,4,1361.255
9096,110.0,H-13,6,6,15246.056
9097,475.0,DHA Defence,6,5,5445.0
9098,140.0,Swan Garden,3,3,34031.375
9099,150.0,B-17,5,5,2178.008
9100,300.0,G-10,3,4,2722.51
9101,130.0,I-14,5,5,1633.506
9102,1400.0,F-7,4,4,98010.0
9103,95.0,Ghauri Town,5,4,1361.255
9105,95.0,Thalian,2,3,2722.51
9109,26.0,DHA Defence,2,2,1361.255
9110,34.0,DHA Defence,2,2,1361.255
9111,75.0,DHA Defence,3,3,2178.008
9112,43.0,DHA Defence,0,0,2178.008
9113,140.0,Bahria Town,6,6,1905.757
9114,128.0,B-17,0,0,2178.008
9115,275.0,Bahria Town,8,7,2722.51
9117,250.0,Zaraj Housing Scheme,0,0,76230.0
9118,45.0,Burma Town,3,2,1089.004
9119,380.0,Bahria Town,7,6,5445.0
9120,300.0,AGHOSH,6,7,5445.0
9122,450.0,Korang Town,0,11,59895.0
9123,450.0,G-9,6,7,2722.51
9124,450.0,Bhara kahu,5,4,10890.0
9352,280.0,Bahria Town,6,5,2994.7609999999995
9353,435.0,DHA Defence,6,5,5445.0
9354,160.0,D-12,4,3,2178.008
9355,125.0,Lehtarar Road,5,11,2722.51
9356,76.0,DHA Defence,3,3,2178.008
9357,1300.0,F-7,6,6,70785.0
9358,165.0,G-14,4,4,1361.255
9361,55.0,Burma Town,0,0,1089.004
9362,160.0,PWD Housing Scheme,6,5,2450.259
9363,550.0,E-11,5,5,5445.0
9364,145.0,F-17,4,4,2178.008
9365,230.0,F-17,6,6,2722.51
9366,120.0,Ghauri Town,5,4,1361.255
9368,115.0,H-13,6,6,1361.255
9370,520.0,G-9,3,4,3811.514
9563,110.0,Naval Anchorage,4,3,1361.255
9564,130.0,F-17,6,4,1905.757
9565,260.0,DHA Defence,5,4,2722.51
9566,240.0,Bahria Town,5,4,2722.51
9567,90.0,H-13,4,4,1361.255
9569,565.0,G-13,5,5,5445.0
9570,95.0,H-13,6,5,1361.255
9571,160.0,Pakistan Town,0,0,1633.506
9572,390.0,G-10,6,6,5445.0
9573,56.0,DHA Defence,4,3,2178.008
9574,95.0,Islamabad Highway,5,4,816.7529999999999
9575,305.0,DHA Defence,6,5,3267.012
9577,60.0,Ghauri Town,2,2,1361.255
9579,400.0,DHA Defence,9,8,98010.0
9580,385.0,DHA Defence,6,5,5445.0
9581,525.0,I-8,6,6,38659.642
9582,765.0,D-12,0,10,65340.0
9583,200.0,Bhara kahu,6,9,5445.0
9584,55.0,Ghauri Town,4,4,816.7529999999999
9585,175.0,D-17,5,6,2722.51
9586,200.0,G-8,3,4,1633.506
9588,430.0,E-11,6,6,2722.51
9591,80.0,Jhangi Syedan,4,4,1361.255
9592,30.0,Lehtarar Road,2,2,816.7529999999999
9595,26.0,Jhang Syedan,2,2,816.7529999999999
9596,165.0,G-14,4,4,1361.255
9597,175.0,PWD Housing Scheme,6,6,3267.012
9598,180.0,National Police Foundation,6,8,2722.51
9599,500.0,G-10,0,0,2994.7609999999995
9601,54.0,New Shakrial,4,4,11434.542
9603,55.0,Garden Town,5,2,816.7529999999999
9604,19.0,Lehtarar Road,1,2,6806.275
9605,49.0,Burma Town,4,3,1089.004
9607,120.0,Bahria Town,5,5,1905.757
9608,155.0,Sihala,4,5,1905.757
9611,125.0,Golra Mor,4,8,1361.255
9612,260.0,National Police Foundation O-9,7,6,5445.0
9613,125.0,Gulshan-e-Khudadad,4,4,1361.255
9614,280.0,B-17,9,9,3811.514
9616,360.0,G-13,7,7,2722.51
9617,95.0,Ghauri Town,5,4,1361.255
9618,210.0,Soan Garden,6,8,4356.016
9842,180.0,Margalla Town,6,7,12251.294999999998
9844,270.0,Bani Gala,10,6,4356.016
9846,165.0,D-12,0,0,11979.043999999998
9847,70.0,Bhara kahu,5,4,1361.255
9848,390.0,G-10,6,6,3267.012
9849,140.0,I-9,4,4,1361.255
9851,60.0,Chatha Bakhtawar,3,2,1361.255
9852,90.0,H-13,5,5,12251.294999999998
9854,138.0,I-14,5,5,1905.757
9855,110.0,Soan Garden,4,4,2450.259
9856,70.0,Bhara kahu,4,6,1361.255
9857,410.0,G-13,7,6,38659.642
9858,165.0,G-14,5,5,1361.255
9859,450.0,Rawal Town,3,4,3267.012
9860,500.0,National Police Foundation,0,0,5445.0
9861,65.0,H-13,4,4,1361.255
10134,46.0,Jhang Syedan,3,3,1361.255
10135,250.0,AGHOSH,7,5,5445.0
10136,350.0,G-9,6,6,2722.51
10137,85.0,Bhara kahu,4,3,2722.51
10138,145.0,Bani Gala,6,6,2722.51
10140,75.0,Ghauri Town,5,4,12251.294999999998
10143,160.0,Ghauri Town,0,0,1905.757
10149,105.0,Ghauri Town,5,4,1361.255
10150,58.0,Taramrri,0,0,1089.004
10152,185.0,Pakistan Town,7,7,2994.7609999999995
10153,250.0,Bahria Town,6,4,2722.51
10154,175.0,Thanda Pani,6,4,65340.0
10157,99.0,B-17,4,3,1361.255
10158,99.0,B-17,4,3,1361.255
10160,170.0,G-15,4,4,1905.757
10161,1100.0,F-8,3,3,70785.0
10162,190.0,G-10,0,0,1633.506
10163,165.0,G-11,0,0,1361.255
10164,350.0,D-17,9,9,5445.0
10165,280.0,G-15,6,6,3267.012
10166,135.0,I-10,3,3,1361.255
10167,85.0,DHA Defence,3,3,2178.008
10168,66.0,Khanna Pul,4,4,1361.255
10459,320.0,Emaar Canyon Views,3,4,81675.0
10460,55.0,Ali Pur,2,4,1089.004
10462,68.0,Ghauri Town,3,3,1361.255
10463,150.0,DHA Defence,3,3,1361.255
10464,44.0,Koral Chowk,1,2,1089.004
10465,39.0,Koral Chowk,2,2,9528.785
10466,39.0,Koral Chowk,2,2,9528.785
10467,99.0,B-17,4,3,1361.255
10468,99.0,B-17,4,3,1361.255
10469,265.0,G-13,5,5,2178.008
10470,160.0,I-14,6,5,19602.072
10471,98.0,Ghauri Town,5,4,1361.255
10472,138.0,Bahria Town,0,0,1361.255
10473,150.0,G-13,4,4,1089.004
10474,375.0,Bahria Town,0,0,4356.016
10475,140.0,PECHS,5,5,2722.51
10477,65.0,H-13,3,2,15246.056
10478,52.0,H-13,3,3,10617.789
10479,35.0,DHA Defence,2,2,1361.255
10480,79.0,Taramrri,4,4,1361.255
10481,280.0,National Police Foundation O-9,9,7,5445.0
10482,140.0,Ghauri Town,6,7,1905.757
10483,140.0,Ghauri Town,7,7,1905.757
10484,140.0,G-13,4,4,11979.043999999998
10485,45.0,Ghauri Town,2,3,1089.004
10487,230.0,Bahria Town,4,3,2722.51
10488,100.0,I-13,5,4,1361.255
10489,410.0,G-13,7,7,3811.514
10490,450.0,DHA Defence,6,5,5445.0
10493,750.0,F-10,5,5,5445.0
10494,1600.0,F-10,7,7,10890.0
10495,2500.0,F-7,10,10,136125.0
10496,290.0,G-15,0,0,38659.642
10497,165.0,G-13,6,6,11979.043999999998
10498,85.0,DHA Defence,5,10,1361.255
10499,775.0,E-11,7,7,5445.0
10766,200.0,I-10,3,5,1633.506
10767,215.0,G-11,5,2,12251.294999999998
10769,160.0,G-11,2,3,1361.255
10770,160.0,Green Avenue,6,6,1633.506
10771,34.0,DHA Defence,2,2,1361.255
10772,47.0,Shah Allah Ditta,3,2,1361.255
10773,175.0,Soan Garden,5,4,5445.0
10774,96.0,National Police Foundation,4,3,20418.825
10775,340.0,F-11,4,4,2722.51
10777,95.0,Jhangi Syedan,4,5,1361.255
10778,60.0,New Shakrial,3,3,1361.255
10779,310.0,F-11,4,4,1633.506
10780,65.0,I-13,4,5,1633.506
10782,150.0,DHA Defence,3,3,1361.255
10783,155.0,Bahria Town,5,5,2178.008
10784,120.0,Bhara kahu,5,5,2178.008
10785,110.0,Ghauri Town,4,4,1361.255
10786,415.0,DHA Defence,6,5,5445.0
10787,480.0,DHA Defence,8,7,5445.0
10788,135.0,FECHS,4,4,1905.757
10789,255.0,Bahria Town,6,5,2722.51
10791,150.0,B-17,4,4,2178.008
10792,250.0,Bahria Town,4,4,2722.51
10793,50.0,Arsalan Town,5,5,1361.255
10794,150.0,Ghauri Town,0,5,1633.506
10795,138.0,F-17,5,5,1905.757
10797,250.0,Blue Area,2,4,1905.757
10798,59.0,Ghauri Town,0,0,1361.255
11056,168.0,D-12,5,3,1089.004
11057,120.0,FECHS,5,5,1905.757
11058,145.0,FECHS,4,4,1905.757
11059,350.0,DHA Defence,0,0,5445.0
11061,215.0,D-12,4,4,1905.757
11062,600.0,I-8,6,8,38659.642
11063,85.0,I-14,2,2,1633.506
11064,98.5,Soan Garden,3,2,1633.506
11065,1300.0,F-7,5,8,70785.0
11066,800.0,F-11,5,5,5445.0
11067,1300.0,F-8,10,11,5445.0
11069,250.0,G-8,0,0,18240.817
11070,115.0,Ghauri Town,6,4,1361.255
11071,120.0,Bhara kahu,0,4,12251.294999999998
11072,80.0,Arsalan Town,3,2,1361.255
11073,215.0,G-10,0,7,1361.255
11074,390.0,G-10,0,5,38659.642
11075,170.0,D-12,0,4,11979.043999999998
11077,255.0,G-15,6,8,3267.012
11078,280.0,Bhara kahu,6,10,5445.0
11079,100.0,B-17,0,0,2178.008
11081,125.0,PAF Tarnol,5,4,3267.012
11082,85.0,Taramrri,6,6,1633.506
11083,110.0,Bahria Town,4,4,1361.255
11084,215.0,G-9,3,3,1633.506
11085,435.0,DHA Defence,7,6,65340.0
11086,1750.0,F-8,9,9,70785.0
11088,40.0,Motorway Chowk,3,4,1361.255
11089,390.0,DHA Defence,6,6,5445.0
11091,1500.0,F-10,5,5,87120.0
11092,300.0,B-17,3,3,98010.0
11093,100.0,Bhara kahu,6,0,2450.259
11094,70.0,Ghauri Town,6,6,12251.294999999998
11095,30.0,I-13,1,3,6806.275
11396,29.0,Koral Town,0,0,816.7529999999999
11397,66.0,Ghauri Town,0,0,1633.506
11398,110.0,Bahria Town,2,3,1361.255
11400,250.0,Bahria Town,4,4,2722.51
11401,325.0,DHA Defence,5,5,5445.0
11402,60.0,Jhangi Syedan,0,0,1361.255
11403,85.0,Chatha Bakhtawar,6,4,1361.255
11404,275.0,Bahria Town,6,5,2994.7609999999995
11405,55.0,Lehtarar Road,3,2,1361.255
11406,140.0,FECHS,6,4,1905.757
11407,285.0,E-11,0,0,1633.506
11408,390.0,G-10,6,6,3267.012
11409,325.0,G-15,6,6,3539.263
11410,725.0,F-11,5,5,5445.0
11412,3000.0,F-7,6,6,10890.0
11414,115.0,Pakistan Town,5,3,18240.817
11415,40.0,Ghauri Town,2,3,7623.027999999999
11416,170.0,Soan Garden,6,6,5445.0
11417,80.0,Al Huda Town,4,8,1361.255
11419,250.0,G-8,0,0,18240.817
11420,800.0,F-7,0,0,59895.0
11421,1200.0,F-10,0,0,10890.0
11422,1000.0,D-12,9,9,65340.0
11423,325.0,G-9,6,5,29675.359
11424,215.0,G-9,3,4,18240.817
11426,85.0,Ghauri Town,3,3,1361.255
11427,360.0,E-11,6,6,1905.757
11429,175.0,Soan Garden,3,4,5445.0
11430,1000.0,F-11,10,10,5445.0
11431,65.0,E-18,3,2,2178.008
11433,150.0,B-17,6,4,33759.124
11434,155.0,National Police Foundation,6,5,2722.51
11435,775.0,F-11,6,6,59895.0
11436,265.0,G-13,6,5,1905.757
11437,155.0,Bahria Town,4,3,1361.255
11438,95.0,E-18,2,2,2722.51
11439,185.0,DHA Defence,4,3,2994.7609999999995
11442,950.0,F-7,5,9,5445.0
11445,14.0,Tarnol,3,3,1089.004
11446,525.0,Bahria Town,6,6,65340.0
11447,88.0,Lehtarar Road,7,4,1089.004
11448,200.0,Park Road,8,6,2722.51
11736,1900.0,F-8,10,9,70785.0
11737,300.0,Bahria Town,8,8,2722.51
11738,650.0,F-11,8,8,4356.016
11739,275.0,Bahria Town,6,5,2994.7609999999995
11740,67.0,Kuri Road,5,5,1089.004
11741,250.0,DHA Defence,0,0,5445.0
11742,250.0,PWD Housing Scheme,6,6,3811.514
11744,230.0,Margalla Town,2,2,2450.259
11745,250.0,Ghauri Town,0,4,1361.255
11746,125.0,Ghauri Town,0,4,1361.255
11749,230.0,Soan Garden,0,0,5445.0
11750,130.0,B-17,7,5,2178.008
11751,190.0,B-17,7,5,2178.008
11752,145.0,B-17,7,5,2178.008
11753,145.0,B-17,7,5,2178.008
11754,150.0,B-17,7,5,2178.008
11755,140.0,B-17,7,5,2178.008
11756,145.0,B-17,7,5,2178.008
11757,490.0,I-8,5,6,38659.642
11758,80.0,Lehtarar Road,6,4,1633.506
11759,225.0,G-14,5,5,2178.008
11760,140.0,B-17,4,4,2178.008
11761,165.0,I-10,0,0,1633.506
11762,50.0,Tarnol,3,2,1361.255
11763,32.0,Bhara kahu,2,3,816.7529999999999
11764,265.0,G-13,5,6,1905.757
11765,200.0,G-9,4,5,1361.255
11767,78.0,Bhara kahu,4,4,1905.757
11768,90.0,B-17,4,4,15246.056
11769,370.0,DHA Defence,7,6,5445.0
11770,450.0,G-9,0,0,38659.642
11771,105.0,H-13,4,5,15246.056
11772,70.0,Bhara kahu,5,5,1633.506
12077,100.0,Islamabad Expressway,5,4,1361.255
12078,36.0,DHA Defence,0,0,1361.255
12079,190.0,Bani Gala,7,7,2722.51
12080,380.0,DHA Defence,6,6,4356.016
12081,165.0,D-17,5,5,2178.008
12082,180.0,DHA Defence,4,4,2994.7609999999995
12083,250.0,Bani Gala,6,6,4356.016
12084,285.0,Bani Gala,0,0,5445.0
12085,150.0,I-9,3,2,1633.506
12086,48.0,Burma Town,3,2,1361.255
12087,135.0,Bahria Town,0,0,1905.757
12088,135.0,PWD Road,0,0,1633.506
12089,76.0,H-13,4,4,1361.255
12090,335.0,DHA Defence,6,6,5445.0
12091,125.0,Ghauri Town,7,5,1361.255
12092,160.0,E-18,0,0,33759.124
12093,175.0,G-13,5,5,1089.004
12095,122.0,G-13,4,4,1089.004
12096,51.0,Jhangi Syedan,6,6,1361.255
12098,105.0,Soan Garden,4,4,1361.255
12099,170.0,DHA Defence,3,4,1361.255
12101,50.0,Lehtarar Road,2,2,1361.255
12102,265.0,E-11,6,6,2178.008
12103,155.0,B-17,7,6,5445.0
12104,120.0,Alipur Farash,3,3,2722.51
12105,135.0,FECHS,6,6,19602.072
12106,120.0,H-13,6,7,1633.506
12107,38.0,Bhara kahu,2,3,1089.004
12108,95.0,Golra Mor,0,0,1361.255
12396,62.0,Ghauri Town,5,7,816.7529999999999
12398,105.0,Ghauri Town,6,4,1361.255
12399,220.0,Bani Gala,5,5,2722.51
12401,135.0,Bahria Town,3,3,1361.255
12402,750.0,Bahria Town,5,5,16335.0
12404,60.0,Ghauri Town,3,2,1361.255
12405,55.0,Ghauri Town,3,2,1089.004
12406,40.0,Kashmir Highway,3,4,1361.255
12408,52.0,Madina Town,2,3,1633.506
12409,100.0,Ghauri Town,4,4,1361.255
12410,1300.0,F-7,6,6,70785.0
12411,430.0,DHA Defence,6,6,5445.0
12413,45.0,Sarai Kharbuza,3,3,2178.008
12414,580.0,I-8,6,10,38659.642
12415,105.0,Kuri Road,4,5,2722.51
12420,105.0,Ghauri Town,6,6,1361.255
12421,110.0,H-13,6,7,1361.255
12422,105.0,H-13,7,7,1905.757
12423,275.0,E-11,4,4,18240.817
12424,105.0,Ghauri Town,7,6,1361.255
12425,375.0,E-11,6,6,2722.51
12427,105.0,H-13,5,6,1361.255
12428,85.0,H-13,5,5,12251.294999999998
12429,105.0,H-13,6,6,1361.255
12430,95.0,H-13,7,7,1089.004
12431,260.0,Naval Anchorage,5,5,38659.642
12432,35.0,Japan Road,3,2,1361.255
12719,35.0,DHA Defence,0,0,1361.255
12721,450.0,DHA Defence,0,8,5445.0
12722,175.0,G-14,3,3,1361.255
12723,350.0,Bani Gala,5,4,3811.514
12724,750.0,F-10,4,5,5445.0
12726,675.0,E-11,7,6,5445.0
12727,160.0,Pakistan Town,8,8,2722.51
12729,65.0,River Garden,2,3,1361.255
12731,125.0,Kuri Road,3,3,1361.255
12732,120.0,Kuri Road,4,4,1361.255
12733,135.0,Kuri Road,4,4,1633.506
12734,145.0,Kuri Road,4,4,1633.506
12735,165.0,Kuri Road,5,5,1905.757
12736,170.0,Kuri Road,5,5,1905.757
12740,225.0,G-11,4,4,14973.804999999998
12741,112.0,Airport Enclave,6,5,2178.008
12742,130.0,H-13,6,5,1633.506
12743,45.0,Tarnol,3,4,816.7529999999999
12744,130.0,PWD Housing Scheme,5,4,1633.506
12745,105.0,Ghauri Town,3,2,1905.757
12747,66.0,DHA Defence,4,3,2178.008
12748,750.0,F-11,5,5,70785.0
12749,1250.0,F-10,10,11,10890.0
12750,65.0,Ghauri Town,3,2,1361.255
12752,280.0,G-15,7,6,3539.263
12753,80.0,Ghauri Town,5,4,1361.255
12755,1170.0,F-8,5,5,70785.0
12757,950.0,F-10,9,9,70785.0
12758,75.0,Bani Gala,2,2,2722.51
12760,700.0,G-10,4,3,5445.0
13036,90.0,Ghauri Town,5,4,1633.506
13037,700.0,G-10,4,4,5445.0
13039,450.0,DHA Defence,7,7,5445.0
13040,250.0,Chak Shahzad,6,6,2722.51
13041,100.0,Kuri,0,0,2178.008
13042,125.0,Bhara kahu,3,5,2450.259
13043,680.0,I-8,6,8,65340.0
13044,260.0,G-13,4,4,2178.008
13046,83.0,Khanna Pul,0,0,1089.004
13048,150.0,G-13,4,5,1089.004
13050,60.0,I-13,4,5,1089.004
13051,175.0,B-17,4,4,5445.0
13052,290.0,B-17,8,9,5445.0
13053,115.0,Ghauri Town,5,4,15246.056
13054,350.0,Bani Gala,8,7,5445.0
13055,810.0,G-10,10,10,76230.0
13056,880.0,I-8,6,8,65340.0
13057,915.0,I-8,6,10,65340.0
13058,560.0,I-8,6,6,38659.642
13059,380.0,G-13,6,6,40020.897
13060,160.0,G-13,7,7,1089.004
13061,420.0,G-10,9,7,38659.642
13062,137.0,CBR Town,2,2,1905.757
13063,34.0,Burma Town,2,2,816.7529999999999
13064,160.0,DHA Defence,4,4,2722.51
13065,95.0,I-14,3,2,1361.255
13066,33.0,Madina Town,2,4,6261.772999999999
13067,150.0,Naval Anchorage,3,3,1361.255
13068,35.0,Marwa Town,2,2,6806.275
13069,150.0,G-13,5,5,1089.004
13304,40.0,D-14,2,2,1361.255
13334,120.0,Ghauri Town,5,5,15246.056
13335,150.0,National Police Foundation O-9,5,5,27497.351
13336,56.0,I-13,4,6,1089.004
13337,525.0,DHA Defence,10,7,5445.0
13338,60.0,Ghauri Town,2,2,1361.255
13339,86.0,Mumtaz City,3,3,816.7529999999999
13341,215.0,DHA Defence,7,5,2722.51
13343,700.0,D-12,0,3,5445.0
13344,52.0,H-13,0,0,1633.506
13345,215.0,I-9,0,0,1633.506
13346,450.0,Bani Gala,0,0,196020.0
13347,210.0,G-9,2,3,1633.506
13349,750.0,D-12,3,4,5445.0
13350,120.0,Bani Gala,4,4,2178.008
13351,400.0,Bani Gala,8,8,98010.0
13352,175.0,Bani Gala,7,7,2722.51
13353,38.0,Kuri Road,3,3,1089.004
13354,105.0,Madina Town,7,5,1361.255
13355,190.0,I-14,6,5,1905.757
13356,700.0,I-8,6,6,65340.0
13358,750.0,F-11,0,0,70785.0
13359,110.0,Ghauri Town,5,4,1361.255
13360,105.0,Ghauri Town,6,4,1361.255
13600,325.0,PWD Housing Scheme,8,6,5445.0
13603,395.0,Kuri Road,8,7,3267.012
13606,189.0,PWD Housing Scheme,6,6,38659.642
13607,35.0,DHA Defence,2,2,1361.255
13608,175.0,G-7,4,7,1361.255
13609,250.0,Bahria Town,0,0,2722.51
13610,150.0,FECHS,5,5,2178.008
13612,275.0,Bahria Town,5,4,2722.51
13613,750.0,D-12,4,4,5445.0
13614,75.0,Ghauri Town,6,6,1089.004
13615,68.0,DHA Defence,0,0,2178.008
13616,660.0,I-8,6,5,5445.0
13618,260.0,G-13,6,5,2178.008
13619,300.0,Bani Gala,5,5,5445.0
13620,60.0,Ghauri Town,2,2,1361.255
13621,325.0,G-11,7,4,2178.008
13622,55.0,Burma Town,3,2,1361.255
13654,425.0,G-15,0,10,65340.0
13655,220.0,Lehtarar Road,8,10,28858.606
13656,1000.0,I-8,0,0,5445.0
13657,580.0,I-8,6,10,38931.893
13658,1350.0,F-6,5,5,87120.0
13660,115.0,Ghauri Town,6,4,1361.255
13661,125.0,Ghauri Town,6,4,1361.255
13662,900.0,I-8,6,8,65340.0
13663,132.0,Islamabad - Murree Expressway,6,6,5445.0
13664,45.0,Bhara kahu,3,2,1361.255
13666,28.0,Burma Town,2,2,6806.275
13668,315.0,Bahria Town,6,6,2722.51
13669,55.0,Burma Town,3,3,1361.255
13670,130.0,Shaheen Town,6,6,4628.267
13671,325.0,Bani Gala,5,5,5445.0
13672,35.0,DHA Defence,3,2,1361.255
13673,690.0,E-11,7,6,5445.0
13674,128.0,D-17,6,5,2178.008
13675,45.0,Jhang Syedan,3,3,1361.255
13677,85.0,Ghauri Town,6,4,1361.255
13679,140.0,Bahria Town,0,3,1361.255
13680,450.0,Bahria Town,5,5,5445.0
13682,400.0,National Police Foundation O-9,0,6,5445.0
13897,165.0,D-12,2,2,1089.004
13898,175.0,National Police Foundation O-9,0,6,2722.51
13899,125.0,FECHS,6,5,2178.008
13901,400.0,PWD Housing Scheme,0,0,5445.0
13902,32.0,DHA Defence,2,2,1361.255
13903,95.0,Pakistan Town,3,3,2722.51
13904,130.0,FECHS,6,6,1905.757
13905,35.0,DHA Defence,2,2,1361.255
13906,170.0,DHA Defence,4,6,2722.51
14193,200.0,Korang Town,6,6,3267.012
14195,50.0,Thanda Pani,3,2,1361.255
14196,40.0,Bhara kahu,0,0,1361.255
14197,34.0,DHA Defence,3,2,1361.255
14198,195.0,G-15,7,5,1905.757
14199,33.0,Lehtarar Road,3,2,1361.255
14201,900.0,E-11,9,9,65340.0
14203,165.0,National Police Foundation,0,0,2722.51
14205,500.0,Bahria Town,6,5,5445.0
14206,65.0,H-13,4,4,1361.255
14207,34.0,Bhara kahu,3,3,16879.561999999998
14208,435.0,I-8,6,6,33759.124
14209,160.0,FECHS,6,6,49549.68199999999
14210,800.0,F-10,3,4,5445.0
14211,68.0,D-17,4,3,816.7529999999999
14212,90.0,Shaheen Town,7,5,40020.897
14213,260.0,Pakistan Town,7,6,65340.0
14214,325.0,PWD Housing Scheme,0,9,3267.012
14218,465.0,I-8,6,6,33759.124
14219,148.0,Soan Garden,3,3,3267.012
14220,195.0,Zaraj Housing Scheme,6,4,3811.514
14221,185.0,Bahria Town,6,5,2722.51
14222,160.0,F-17,6,4,2178.008
14223,150.0,Pakistan Town,5,7,2722.51
14510,140.0,CBR Town,4,5,2722.51
14511,190.0,I-10,2,3,18240.817
14513,260.0,Bahria Town,6,5,2722.51
14514,150.0,Green Avenue,0,0,1361.255
